	FMT.ADSC1	FMT.ADSC2	FMT.ADSC3	FMT.ADSC4	FMT.ADSC5	FMT.C571	FMT.C572	FMT.C573	FMT.C574	FMT.C575	FMT.HUCMSC1	FMT.HUCMSC2	FMT.HUCMSC3	FMT.HUCMSC4	FMT.HUCMSC5	FMT.NACL1	FMT.NACL2	FMT.NACL3	FMT.NACL4	FMT.NACL5	FMT.SHED1	FMT.SHED2	FMT.SHED3	FMT.SHED4
FMT.HUCMSC1	0.2657908797264099	0.2659275233745575	0.4654747247695923	0.3403246104717255	0.3229925632476807	0.6139386892318726	0.5429251194000244	0.3760699927806854	0.2477191686630249	0.4527418613433838	0	0.2914336919784546	0.4576239585876465	0.3483146727085114	0.4370557069778442	0.7385103106498718	1.107384920120239	0.9028169512748718	0.6470021605491638	0.6874101758003235	0.4985025525093079	0.4026972055435181	0.2700134515762329	0.690014123916626
FMT.HUCMSC2	0.2090102285146713	0.3922299146652222	0.3427838683128357	0.2042656242847443	0.3778157830238342	0.4585959315299988	0.3564340472221375	0.2681043148040771	0.2089292407035828	0.3048931360244751	0.2914336919784546	0	0.2739503979682922	0.2388907074928284	0.2957630157470703	0.5945500135421753	0.9839029312133789	0.7727876305580139	0.6953092217445374	0.5494123697280884	0.3968390226364136	0.2223140299320221	0.2827171981334686	0.5279533863067627
FMT.HUCMSC3	0.3302401006221771	0.5172614455223083	0.2353196740150452	0.1743836104869843	0.6071524620056152	0.4305281043052673	0.4433005452156067	0.4790003895759583	0.3020305931568146	0.2621509432792664	0.4576239585876465	0.2739503979682922	0	0.1977642178535461	0.1857730001211166	0.4976000785827637	1.043258190155029	0.8348666429519653	0.848395824432373	0.5094683170318604	0.3173546493053436	0.2408551871776581	0.3078413903713226	0.3830085396766663
FMT.HUCMSC4	0.2667422294616699	0.4156790971755981	0.3396090269088745	0.2043721228837967	0.494750440120697	0.4767666459083557	0.4948113858699799	0.3520330190658569	0.2872944474220276	0.3282280564308167	0.3483146727085114	0.2388907074928284	0.1977642178535461	0	0.1701373010873795	0.5723797678947449	1.099312543869019	0.8737945556640625	0.7412348389625549	0.5559570789337158	0.3695716559886932	0.2373228520154953	0.1964536756277084	0.514365553855896
FMT.HUCMSC5	0.3109116852283478	0.501412034034729	0.3287492990493774	0.2011163234710693	0.6077362895011902	0.4583144187927246	0.4934631586074829	0.4577465057373047	0.2737271785736084	0.3201576471328735	0.4370557069778442	0.2957630157470703	0.1857730001211166	0.1701373010873795	0	0.5134338140487671	1.077461361885071	0.8281350135803223	0.80126953125	0.4965440034866333	0.3187019228935242	0.2408803701400757	0.2565159201622009	0.4878103733062744
FMT.NACL1	0.591594934463501	0.8173670768737793	0.3863192796707153	0.4906131625175476	0.9269713163375854	0.2703778743743896	0.5036351680755615	0.7758562564849854	0.5718594789505005	0.3712006807327271	0.7385103106498718	0.5945500135421753	0.4976000785827637	0.5723797678947449	0.5134338140487671	0	0.6863053441047668	0.4342718720436096	1.132395505905151	0.1430204510688782	0.3601456880569458	0.5155404806137085	0.620128333568573	0.2410173416137695
FMT.NACL2	1.011368036270142	1.217610716819763	0.9445173740386963	1.033276796340942	1.099632501602173	0.7500516176223755	0.7526044845581055	0.931583046913147	0.9680130481719971	0.8746077418327332	1.107384920120239	0.9839029312133789	1.043258190155029	1.099312543869019	1.077461361885071	0.6863053441047668	0	0.3344471454620361	0.9929320216178894	0.6726969480514526	0.9017486572265625	0.9713330268859863	1.104562759399414	0.7939990758895874
FMT.NACL3	0.7742409110069275	0.9925755262374878	0.7278274297714233	0.8146976828575134	0.8857229948043823	0.5223012566566467	0.5409331321716309	0.7160297036170959	0.7579931616783142	0.664261519908905	0.9028169512748718	0.7727876305580139	0.8348666429519653	0.8737945556640625	0.8281350135803223	0.4342718720436096	0.3344471454620361	0	0.8444967269897461	0.4114687442779541	0.6566928625106812	0.7497641444206238	0.9024884700775146	0.578184962272644
FMT.NACL4	0.7309399843215942	0.7167200446128845	0.9306954145431519	0.7979172468185425	0.5745779871940613	1.013932943344116	0.8152493238449097	0.5284936428070068	0.7424451112747192	0.8931164145469666	0.6470021605491638	0.6953092217445374	0.848395824432373	0.7412348389625549	0.80126953125	1.132395505905151	0.9929320216178894	0.8444967269897461	0	1.071996808052063	0.9291221499443054	0.7641518115997314	0.6535919904708862	1.109231472015381
FMT.NACL5	0.5584293603897095	0.7706111669540405	0.3766319453716278	0.4794957041740417	0.862895131111145	0.2007698714733124	0.4362260699272156	0.7099143266677856	0.5196376442909241	0.3341364860534668	0.6874101758003235	0.5494123697280884	0.5094683170318604	0.5559570789337158	0.4965440034866333	0.1430204510688782	0.6726969480514526	0.4114687442779541	1.071996808052063	0	0.3456992506980896	0.4798853397369385	0.6054989099502563	0.2633095681667328
